iter	RMSE
1665	6086.780369
1666	6085.813593
1667	6085.253771
1668	6084.605486
1669	6083.820993
1670	6083.356874
1671	6082.697901
1672	6082.262827
1673	6081.586772
1674	6081.305271
1675	6080.350276
1676	6079.600538
1677	6077.905559
1678	6077.768
1679	6077.561773
1680	6077.291072
1681	6076.098017
1682	6074.697539
1683	6073.593508
1684	6072.120454
1685	6071.61949
1686	6070.945569
1687	6069.833015
1688	6068.960389
1689	6068.407069
1690	6068.072982
1691	6067.40007
1692	6066.684051
1693	6066.55179
1694	6066.174949
1695	6065.907154
1696	6064.110315
1697	6063.091182
1698	6061.948226
1699	6061.676801
1700	6061.489041
1701	6060.694507
1702	6059.841468
1703	6059.062136
1704	6057.994011
1705	6056.384312
1706	6055.523801
1707	6054.266346
1708	6052.664788
1709	6052.352629
1710	6051.524923
1711	6049.820096
1712	6049.657161
1713	6049.302232
1714	6048.750698
1715	6047.475284
1716	6046.455798
1717	6046.045358
1718	6045.549479
1719	6044.379451
1720	6043.867603
1721	6043.373802
1722	6042.192502
1723	6041.657563
1724	6041.166828
1725	6040.751316
1726	6040.626959
1727	6040.350645
1728	6039.732291
1729	6038.921028
1730	6038.390233
1731	6037.46584
1732	6036.812387
1733	6036.67312
1734	6036.190835
1735	6035.998824
1736	6035.721106
1737	6035.432214
1738	6035.177296
1739	6034.172885
1740	6033.288889
1741	6032.315159
1742	6031.595952
1743	6030.432585
1744	6029.736522
1745	6029.134146
1746	6027.492896
1747	6026.755883
1748	6025.970987
1749	6025.387041
1750	6024.138484
1751	6023.245058
1752	6021.73568
1753	6021.636936
1754	6021.037539
1755	6020.431214
1756	6019.715513
1757	6018.975626
1758	6018.47481
1759	6017.296557
1760	6016.914379
1761	6016.110705
1762	6015.411521
1763	6014.282453
1764	6013.655627
1765	6012.691762
1766	6012.226666
1767	6011.547302
1768	6010.809503
1769	6010.294518
1770	6009.71755
1771	6009.143157
1772	6007.505053
1773	6006.762416
1774	6006.251902
1775	6004.903944
1776	6004.140955
1777	6003.610769
1778	6003.068084
1779	6002.431744
1780	6001.555012
1781	6001.268395
1782	6001.00011
1783	5999.984734
1784	5999.335135
1785	5999.090956
1786	5998.490475
1787	5997.875691
1788	5997.218141
1789	5996.829615
1790	5996.301391
1791	5995.561617
1792	5994.701748
1793	5994.034499
1794	5992.751985
1795	5992.676799
1796	5991.644641
1797	5991.092682
1798	5990.695985
1799	5990.12684
1800	5989.777504
1801	5989.039951
1802	5988.192672
1803	5987.054201
1804	5986.078308
1805	5985.148454
1806	5984.09881
1807	5984.028512
1808	5982.537558
1809	5982.101444
1810	5981.248281
1811	5981.197579
1812	5980.794053
1813	5980.463534
1814	5980.028099
1815	5979.623333
1816	5978.501867
1817	5977.124962
1818	5976.368731
1819	5975.393031
1820	5974.189177
1821	5973.031992
1822	5972.695081
1823	5971.787944
1824	5970.984191
1825	5970.141374
1826	5969.512821
1827	5969.199735
1828	5968.23128
1829	5967.032807
1830	5966.692805
1831	5965.714388
1832	5964.943424
1833	5964.324849
1834	5963.81191
1835	5963.227024
1836	5962.47079
1837	5960.631262
1838	5960.365395
1839	5959.087398
1840	5958.006754
1841	5956.79796
1842	5955.858925
1843	5954.189297
1844	5953.95273
1845	5953.659834
1846	5953.225843
1847	5950.380003
1848	5949.922178
1849	5948.919881
1850	5948.45875
1851	5947.418747
1852	5946.694289
1853	5946.239179
1854	5946.123587
1855	5945.367528
1856	5944.278066
1857	5943.31604
1858	5942.639319
1859	5941.968783
1860	5941.321128
1861	5940.120729
1862	5938.993892
1863	5938.448794
1864	5937.238049
1865	5936.736866
1866	5935.644064
1867	5934.874657
1868	5934.062673
1869	5933.47325
1870	5933.260453
1871	5933.185757
1872	5931.833152
1873	5930.847945
1874	5930.251476
1875	5930.021631
1876	5929.85369
1877	5929.42446
1878	5928.882674
1879	5928.416972
1880	5928.033953
1881	5927.370034
1882	5927.296097
1883	5926.728635
1884	5925.902879
1885	5925.404668
1886	5924.541275
1887	5923.508976
1888	5923.047456
1889	5922.807594
1890	5922.581601
1891	5922.18461
1892	5921.796276
1893	5921.735323
1894	5920.740463
1895	5920.351067
1896	5920.219965
1897	5919.460989
1898	5918.283154
1899	5917.256348
1900	5916.778981
1901	5916.494971
1902	5916.081443
1903	5914.593037
1904	5914.319359
1905	5913.995254
1906	5912.494727
1907	5911.551362
1908	5911.413061
1909	5910.955833
1910	5910.366853
1911	5910.324453
1912	5909.065211
1913	5907.264326
1914	5907.143405
1915	5906.617121
1916	5905.403442
1917	5903.622438
1918	5903.045396
1919	5902.664277
1920	5902.568785
1921	5902.009534
1922	5901.212223
1923	5901.11168
1924	5900.954265
1925	5899.959713
1926	5899.601715
1927	5898.750814
1928	5898.459992
1929	5898.22631
1930	5896.477886
1931	5895.449215
1932	5894.9008
1933	5894.261203
1934	5892.859033
1935	5891.994373
1936	5890.439501
1937	5889.709173
1938	5889.179641
1939	5888.767069
1940	5887.220012
1941	5885.9578
1942	5885.294307
1943	5885.07839
1944	5884.261191
1945	5884.150164
1946	5883.361263
1947	5882.728363
1948	5882.106234
1949	5881.703953
1950	5880.650136
1951	5879.83543
1952	5879.736787
1953	5877.987327
1954	5876.87643
1955	5876.456523
1956	5875.770699
1957	5874.735277
1958	5874.238248
1959	5873.82127
1960	5872.773224
1961	5871.571137
1962	5871.006671
1963	5870.004626
1964	5869.279869
1965	5868.262125
1966	5867.398694
1967	5866.60644
1968	5865.109044
1969	5864.912189
1970	5864.490602
1971	5864.058397
1972	5863.883569
1973	5863.382694
1974	5863.011186
1975	5861.586299
1976	5861.519967
1977	5860.874535
1978	5860.319001
1979	5860.124556
1980	5859.232239
1981	5859.108816
1982	5858.246287
1983	5857.58169
1984	5856.887049
1985	5855.814339
1986	5855.43319
1987	5854.990709
1988	5854.846327
1989	5854.630505
1990	5853.523228
1991	5852.547171
1992	5852.050368
1993	5851.268139
1994	5851.129881
1995	5850.60251
1996	5850.098498
1997	5849.605112
1998	5848.674047
1999	5847.944291
2000	5847.745467
2001	5847.382321
2002	5847.248839
2003	5847.098692
2004	5846.988658
2005	5846.220442
2006	5844.908412
2007	5844.55929
2008	5843.588151
2009	5843.151084
2010	5842.441755
2011	5841.608448
2012	5840.792223
2013	5840.103192
2014	5839.262549
2015	5838.947127
2016	5838.720259
2017	5837.964621
2018	5837.696924
2019	5836.876457
2020	5836.338381
2021	5835.224203
2022	5834.932358
2023	5834.144131
2024	5833.343623
2025	5832.875734
2026	5832.733576
2027	5832.566148
2028	5832.023399
2029	5831.34288
2030	5831.314949
2031	5830.305066
2032	5829.976495
2033	5829.204818
2034	5828.980009
2035	5828.713889
2036	5828.418271
2037	5827.212184
2038	5826.502825
2039	5826.143205
2040	5825.019272
2041	5824.013809
2042	5823.481481
2043	5822.819457
2044	5821.887744
2045	5821.473275
2046	5821.18457
2047	5820.65743
2048	5820.554837
2049	5820.40871
2050	5819.433316
2051	5818.866084
2052	5818.719833
2053	5817.544857
2054	5817.199408
2055	5816.607397
2056	5816.499918
2057	5815.681167
2058	5815.427508
2059	5814.82324
2060	5814.326604
2061	5814.26165
2062	5813.602717
2063	5812.773103
2064	5812.478667
2065	5811.934732
2066	5811.641477
2067	5811.389969
2068	5810.265505
2069	5809.690536
2070	5808.647562
2071	5808.013515
2072	5807.630986
2073	5807.283649
2074	5806.12299
2075	5805.565646
2076	5804.953961
2077	5804.549379
2078	5803.578384
2079	5803.242514
2080	5803.060128
2081	5802.01374
2082	5801.419576
2083	5800.553162
2084	5798.926452
2085	5797.980509
2086	5796.853969
2087	5796.611841
2088	5795.429919
2089	5793.438056
2090	5792.906218
2091	5792.633868
2092	5792.536628
2093	5791.803849
2094	5790.602654
2095	5789.73582
2096	5789.509421
2097	5788.951872
2098	5788.474551
2099	5787.852961
2100	5787.411109
2101	5786.695524
2102	5786.166626
2103	5785.816371
2104	5785.705768
2105	5785.300297
2106	5784.783883
2107	5784.131601
2108	5783.314786
2109	5782.420478
2110	5782.090311
2111	5781.796888
2112	5781.134697
2113	5780.329599
2114	5779.877213
2115	5779.310886
2116	5779.162125
2117	5778.530878
2118	5778.103412
2119	5776.44126
2120	5775.727112
2121	5774.417947
2122	5773.475072
2123	5773.406113
2124	5772.810381
2125	5771.529762
2126	5771.019883
2127	5770.382922
2128	5769.735694
2129	5769.336596
2130	5768.761939
2131	5768.049234
2132	5767.163981
2133	5765.831189
2134	5765.356653
2135	5765.007089
2136	5764.488328
2137	5764.006284
2138	5763.872095
2139	5763.170596
2140	5761.574928
2141	5760.728953
2142	5759.756612
2143	5759.29026
2144	5759.156733
2145	5758.809592
2146	5757.798934
2147	5757.154711
2148	5756.182006
2149	5755.401162
2150	5754.681093
2151	5754.134535
2152	5753.688948
2153	5752.954146
2154	5752.704737
2155	5752.497869
2156	5751.93621
2157	5750.718317
2158	5750.195882
2159	5749.674635
2160	5749.348339
2161	5748.71413
2162	5748.288135
2163	5747.896962
2164	5747.821653
2165	5747.314754
2166	5746.602979
2167	5745.93601
2168	5745.140778
2169	5744.502706
2170	5744.018809
2171	5743.138438
2172	5743.067937
2173	5742.009917
2174	5740.939649
2175	5740.289917
2176	5739.617881
2177	5739.037004
2178	5738.74555
2179	5738.221972
2180	5737.857905
2181	5736.491149
2182	5735.465447
2183	5734.956298
2184	5734.830735
2185	5733.762468
2186	5733.717193
2187	5732.823604
2188	5731.422624
2189	5730.206443
2190	5729.441329
2191	5729.037834
2192	5728.655144
2193	5727.901603
2194	5727.685617
2195	5726.880192
2196	5726.64184
2197	5725.709463
2198	5725.248143
2199	5724.856293
2200	5724.013508
2201	5722.383193
2202	5721.336552
2203	5720.724866
2204	5720.094373
2205	5719.901439
2206	5718.611583
2207	5717.89654
2208	5717.805701
2209	5717.065328
2210	5716.035331
2211	5714.771121
2212	5713.635887
2213	5713.553269
2214	5712.087439
2215	5711.01422
2216	5710.710874
2217	5710.077505
2218	5709.709801
2219	5708.556113
2220	5707.525658
2221	5706.402317
2222	5706.265312
2223	5705.510368
2224	5704.74248
2225	5704.114933
2226	5703.907348
2227	5703.456845
2228	5701.815403
2229	5700.902089
2230	5700.681023
2231	5700.469482
2232	5699.175669
2233	5698.311281
2234	5698.232322
2235	5698.055431
2236	5697.548539
2237	5696.711992
2238	5696.456429
2239	5695.930147
2240	5695.513446
2241	5694.873944
2242	5693.912849
2243	5693.089282
2244	5691.451628
2245	5691.230652
2246	5690.648497
2247	5690.085721
2248	5689.859397
2249	5689.537589
2250	5689.233635
2251	5688.610722
2252	5687.305211
2253	5686.374596
2254	5685.92576
2255	5684.857052
2256	5684.756899
2257	5683.868082
2258	5682.817978
2259	5682.569125
2260	5682.201465
2261	5681.56687
2262	5681.042636
2263	5679.94121
2264	5679.616991
2265	5678.74743
2266	5677.733348
2267	5677.404321
2268	5676.481588
2269	5675.421904
2270	5675.163479
2271	5674.558617
2272	5674.406022
2273	5674.251193
2274	5673.354237
2275	5672.910291
2276	5671.859159
2277	5671.202492
2278	5669.907082
2279	5669.000191
2280	5668.112485
2281	5668.057885
2282	5667.240543
2283	5666.376538
2284	5666.050742
2285	5665.031588
2286	5664.309759
2287	5664.018895
2288	5663.746093
2289	5662.656126
2290	5662.025059
2291	5661.532363
2292	5661.249358
2293	5660.750771
2294	5660.374622
2295	5659.800805
2296	5659.731785
2297	5659.101599
2298	5658.812873
2299	5658.308807
2300	5657.724878
2301	5657.567524
2302	5657.056913
2303	5655.933144
2304	5654.940729
2305	5654.820524
2306	5653.971608
2307	5653.769738
2308	5653.57605
2309	5652.886431
2310	5652.55524
2311	5652.066085
2312	5651.584841
2313	5650.94144
2314	5650.489998
2315	5650.021328
2316	5649.06189
2317	5648.620558
2318	5648.325292
2319	5647.316137
2320	5647.126008
2321	5646.052119
2322	5645.107572
2323	5644.670153
2324	5644.535477
2325	5644.421194
2326	5644.129503
2327	5643.940565
2328	5643.134885
2329	5642.903226
2330	5642.38649
2331	5641.957893
2332	5641.533392
2333	5640.835235
2334	5640.074382
2335	5639.304414
2336	5638.479173
2337	5636.605446
2338	5635.613929
2339	5633.908042
2340	5633.684517
2341	5633.528117
2342	5633.427732
2343	5632.880284
2344	5632.416995
2345	5632.109466
2346	5630.772241
2347	5630.292576
2348	5630.186979
2349	5628.363827
2350	5627.959576
2351	5627.650465
2352	5626.781308
2353	5626.070714
2354	5625.57045
2355	5625.182844
2356	5624.086678
2357	5624.012605
2358	5623.435052
2359	5622.544608
2360	5621.729562
2361	5621.345829
2362	5620.560342
2363	5619.762764
2364	5619.099324
2365	5618.380066
2366	5617.135131
2367	5616.517779
2368	5615.812461
2369	5615.785775
2370	5614.664645
2371	5614.076382
2372	5613.242457
2373	5613.04455
2374	5612.39758
2375	5612.310919
2376	5612.093591
2377	5611.644834
2378	5611.35069
2379	5610.045706
2380	5609.177133
2381	5608.765048
2382	5608.6408
2383	5608.270109
2384	5607.676055
2385	5607.486946
2386	5606.550928
2387	5606.091234
2388	5604.888013
2389	5604.5078
2390	5604.220154
2391	5603.600167
2392	5602.459243
2393	5602.157383
2394	5600.778964
2395	5599.974783
2396	5599.015225
2397	5598.315165
2398	5598.036244
2399	5597.290772
2400	5596.298555
2401	5594.770434
2402	5594.20163
2403	5593.524426
2404	5592.3498
2405	5591.710763
2406	5591.104521
2407	5589.903336
2408	5588.804054
2409	5588.639581
2410	5587.645118
2411	5587.453225
2412	5586.788762
2413	5585.903797
2414	5585.51634
2415	5585.440626
2416	5585.334731
2417	5584.797311
2418	5584.638532
2419	5584.378229
2420	5583.98301
2421	5583.252428
2422	5582.406541
2423	5581.440374
2424	5580.908333
2425	5580.578178
2426	5580.241674
2427	5580.116929
2428	5579.197676
2429	5578.217311
2430	5578.080155
2431	5577.221889
2432	5576.775479
2433	5575.67985
2434	5575.429599
2435	5574.880531
2436	5574.511454
2437	5573.47773
2438	5573.048975
2439	5572.770926
2440	5571.519777
2441	5570.46279
2442	5569.904767
2443	5569.151148
2444	5568.031614
2445	5567.3092
2446	5566.360713
2447	5565.329248
2448	5564.261381
2449	5563.447648
2450	5562.752881
2451	5561.769783
2452	5561.542849
2453	5560.958604
2454	5560.059993
2455	5559.632278
2456	5559.102389
2457	5558.215999
2458	5557.356261
2459	5557.333528
2460	5556.665852
2461	5555.980445
2462	5554.422771
2463	5553.824011
2464	5552.25978
2465	5550.872617
2466	5548.717159
2467	5548.27555
2468	5547.506697
2469	5547.414144
2470	5546.917625
2471	5546.225584
2472	5545.555873
2473	5545.379053
2474	5544.949996
2475	5544.461841
2476	5543.073507
2477	5542.435929
2478	5541.8349
2479	5541.397258
2480	5540.660224
2481	5540.578711
2482	5539.439641
2483	5539.149047
2484	5538.287221
2485	5538.063283
2486	5537.461507
2487	5537.132341
2488	5536.725717
2489	5536.075476
2490	5535.921618
2491	5535.239732
2492	5534.085639
2493	5533.633776
2494	5532.928614
2495	5532.529483
2496	5531.914953
2497	5530.441692
2498	5530.005982
2499	5529.545957
2500	5529.003193
2501	5528.174678
2502	5527.883471
2503	5527.336761
2504	5526.518466
2505	5526.080117
2506	5525.517261
2507	5525.004679
2508	5524.752456
2509	5524.111968
2510	5523.428364
2511	5522.725421
2512	5521.746927
2513	5521.13498
2514	5520.478868
2515	5519.565732
2516	5519.080372
2517	5518.986508
2518	5518.888667
2519	5518.298009
2520	5517.597664
2521	5517.003879
2522	5516.842159
2523	5516.772882
2524	5516.20985
2525	5515.91362
2526	5515.064897
2527	5514.060503
2528	5513.911458
2529	5513.628857
2530	5513.456977
2531	5512.615983
2532	5512.271999
2533	5511.72007
2534	5511.074024
2535	5510.251465
2536	5509.862397
2537	5509.328222
2538	5507.698694
2539	5507.364341
2540	5507.03136
2541	5505.966708
2542	5505.749058
2543	5504.938967
2544	5503.310472
2545	5503.214982
2546	5502.863199
2547	5501.837545
2548	5501.588399
2549	5501.360794
2550	5500.920037
2551	5500.553043
2552	5500.188616
2553	5499.364693
2554	5498.26976
2555	5497.474105
2556	5496.756609
2557	5495.623798
2558	5495.150322
2559	5494.756969
2560	5494.376699
2561	5493.88854
2562	5493.037516
2563	5492.020937
2564	5491.521379
2565	5491.395144
2566	5490.589861
2567	5490.553196
2568	5490.140423
2569	5489.734083
2570	5489.196491
2571	5488.220581
2572	5486.519001
2573	5486.167842
2574	5485.353213
2575	5484.65219
2576	5483.813006
2577	5483.539309
2578	5482.920956
2579	5482.716663
2580	5482.477691
2581	5481.379483
2582	5481.265897
2583	5480.997007
2584	5479.746125
2585	5478.999815
2586	5478.907056
2587	5478.05672
2588	5477.634942
2589	5477.407338
2590	5476.964951
2591	5476.927974
2592	5476.047699
2593	5475.150239
2594	5474.53355
2595	5474.435063
2596	5474.338748
2597	5473.727644
2598	5472.420067
2599	5470.662062
2600	5469.790065
2601	5469.589006
2602	5469.13766
2603	5467.940578
2604	5467.780668
2605	5467.024527
2606	5466.970487
2607	5466.258017
2608	5466.124744
2609	5465.546804
2610	5464.076944
2611	5463.828449
2612	5463.021819
2613	5462.142725
2614	5461.787447
2615	5461.680846
2616	5460.810808
2617	5460.692579
2618	5460.372913
2619	5459.358014
2620	5458.724716
2621	5457.702796
2622	5456.21293
2623	5455.626411
2624	5454.774211
2625	5454.487871
2626	5454.362754
2627	5452.754961
2628	5452.36017
2629	5451.830837
2630	5451.116419
2631	5450.463391
2632	5449.652648
2633	5448.926448
2634	5448.332944
2635	5447.83796
2636	5447.603728
2637	5446.671993
2638	5446.584426
2639	5445.518699
2640	5444.381057
2641	5444.258165
2642	5443.530713
2643	5443.324477
2644	5442.849653
2645	5442.336242
2646	5441.967832
2647	5441.320443
2648	5440.47418
2649	5438.608017
2650	5437.798259
2651	5437.306305
2652	5436.716971
2653	5436.301072
2654	5435.950422
2655	5435.123699
2656	5434.715459
2657	5434.061534
2658	5433.954868
2659	5433.155717
2660	5432.968448
2661	5432.296154
2662	5431.662903
2663	5431.192529
2664	5431.0638
2665	5429.535112
2666	5428.799323
2667	5428.534925
2668	5428.452453
2669	5427.612275
2670	5426.973705
2671	5426.404494
2672	5426.165215
2673	5425.621666
2674	5425.177619
2675	5424.483914
2676	5423.777412
2677	5423.440245
2678	5421.969084
2679	5421.880533
2680	5420.917611
2681	5420.218538
2682	5419.253194
2683	5419.209225
2684	5418.610477
2685	5418.210683
2686	5417.368409
2687	5417.016198
2688	5416.673621
2689	5416.474406
2690	5415.807086
2691	5415.331043
2692	5414.740589
2693	5414.605337
2694	5414.365849
2695	5413.824035
2696	5413.541789
2697	5412.812994
2698	5412.731634
2699	5412.335998
2700	5411.280222
2701	5410.509103
2702	5409.85555
2703	5409.625442
2704	5409.17831
2705	5408.338101
2706	5408.094551
2707	5407.879527
2708	5407.073678
2709	5405.977412
2710	5405.56191
2711	5404.976241
2712	5404.751146
2713	5404.530749
2714	5404.253805
2715	5403.283671
2716	5402.23325
2717	5401.544653
2718	5400.661997
2719	5400.221229
2720	5399.555193
2721	5399.087873
2722	5398.62489
2723	5398.09192
2724	5397.696169
2725	5397.099112
2726	5396.62513
2727	5395.912673
2728	5395.559669
2729	5395.284522
2730	5394.560253
2731	5393.802911
2732	5393.469454
2733	5393.301386
2734	5393.122719
2735	5392.478607
2736	5391.998317
2737	5391.64717
2738	5391.076748
2739	5390.995584
2740	5390.798293
2741	5390.088898
2742	5389.821562
2743	5389.346165
2744	5388.727094
2745	5388.133791
2746	5387.440867
2747	5386.456284
2748	5385.864234
2749	5385.457512
2750	5384.681762
2751	5383.550863
2752	5383.516165
2753	5383.291572
2754	5382.765809
2755	5381.760545
2756	5380.535165
2757	5379.964485
2758	5379.209735
2759	5378.18512
2760	5377.638355
2761	5377.506172
2762	5377.050329
2763	5376.143918
2764	5375.833951
2765	5375.261952
2766	5374.508432
2767	5374.016285
2768	5373.82895
2769	5373.064347
2770	5372.043243
2771	5371.608429
2772	5371.103787
2773	5371.086048
2774	5370.93283
2775	5369.993366
2776	5369.639999
2777	5369.240688
2778	5368.853274
2779	5367.939061
2780	5366.892997
2781	5366.405479
2782	5365.519864
2783	5365.303736
2784	5364.596876
2785	5364.213047
2786	5363.634317
2787	5362.990239
2788	5362.327146
2789	5362.140229
2790	5361.442961
2791	5361.225622
2792	5359.828646
2793	5358.605994
2794	5358.03501
2795	5357.955244
2796	5357.674486
2797	5357.184689
2798	5356.613654
2799	5355.330996
2800	5355.054024
2801	5354.887226
2802	5354.456068
2803	5353.818422
2804	5353.77416
2805	5353.50107
2806	5352.9745
2807	5352.591577
2808	5352.168305
2809	5351.215601
2810	5351.043902
2811	5350.026228
2812	5348.970721
2813	5348.755437
2814	5348.301921
2815	5347.970738
2816	5347.731514
2817	5347.34907
2818	5346.115424
2819	5344.902377
2820	5342.988612
2821	5342.514963
2822	5342.083206
2823	5341.944454
2824	5341.100208
2825	5340.664958
2826	5339.6532
2827	5339.424371
2828	5338.105285
2829	5336.793304
2830	5336.326128
2831	5335.954767
2832	5335.602601
2833	5335.212865
2834	5334.726207
2835	5334.092342
2836	5333.446423
2837	5332.534669
2838	5332.235833
2839	5331.885555
2840	5331.5397
2841	5330.785518
2842	5329.983717
2843	5329.608163
2844	5329.020106
2845	5328.657482
2846	5328.410753
2847	5327.988992
2848	5327.311898
2849	5326.410904
2850	5326.093186
2851	5325.560665
2852	5325.095724
2853	5324.841539
2854	5324.552349
2855	5323.264606
2856	5323.069785
2857	5322.171728
2858	5321.76532
2859	5321.288691
2860	5320.600724
2861	5319.835994
2862	5318.95624
2863	5318.086035
2864	5317.799745
2865	5317.480938
2866	5316.216855
2867	5315.599712
2868	5315.402588
2869	5314.918823
2870	5314.301902
2871	5313.487839
2872	5313.061282
2873	5311.640864
2874	5311.373514
2875	5310.787183
2876	5310.211866
2877	5309.958643
2878	5309.637239
2879	5309.164527
2880	5309.073384
2881	5308.978415
2882	5308.37847
2883	5307.254827
2884	5306.90081
2885	5306.867098
2886	5306.683513
2887	5306.271111
2888	5305.8459
2889	5304.976257
2890	5304.468255
2891	5303.807867
2892	5303.476645
2893	5302.716177
2894	5302.603254
2895	5301.872246
2896	5301.280091
2897	5300.208206
2898	5299.94028
2899	5299.175209
2900	5298.951286
2901	5298.699539
2902	5298.445595
2903	5298.119591
2904	5297.720534
2905	5297.279978
2906	5296.614286
2907	5296.471053
2908	5296.194761
2909	5295.905577
2910	5295.697754
2911	5295.621968
2912	5294.316748
2913	5293.862209
2914	5293.563348
2915	5292.664123
2916	5291.875087
2917	5291.737994
2918	5291.259892
2919	5290.612361
2920	5290.014768
2921	5288.550639
2922	5287.718831
2923	5287.531473
2924	5287.141033
2925	5286.704918
2926	5286.364687
2927	5286.128335
2928	5285.262949
2929	5284.262339
2930	5283.875149
2931	5283.4323
2932	5282.786076
2933	5282.755732
2934	5282.155994
2935	5281.170096
2936	5280.863986
2937	5280.268916
2938	5279.687345
2939	5279.195233
2940	5278.751433
2941	5277.713456
2942	5277.027012
2943	5276.77
2944	5276.311101
2945	5276.033957
2946	5275.042879
2947	5274.55754
2948	5273.977137
2949	5273.766979
2950	5273.516059
2951	5272.323443
2952	5271.681347
2953	5271.024586
2954	5270.674378
2955	5270.596243
2956	5269.982236
2957	5269.316066
2958	5268.431875
2959	5268.191828
2960	5267.645758
2961	5267.392497
2962	5266.845545
2963	5266.227428
2964	5265.420922
2965	5264.975193
2966	5264.090719
2967	5263.54774
2968	5263.041552
2969	5262.728478
2970	5262.320647
2971	5261.607498
2972	5260.748934
2973	5260.393127
2974	5259.633123
2975	5258.96082
2976	5257.749052
2977	5257.196803
2978	5255.935801
2979	5255.543853
2980	5254.93383
2981	5254.489689
2982	5254.247038
2983	5253.979234
2984	5252.803084
2985	5252.734889
2986	5252.489873
2987	5251.896524
2988	5251.519367
2989	5251.300963
2990	5250.994404
2991	5250.35667
2992	5249.821267
2993	5249.473502
2994	5249.059852
2995	5248.938578
2996	5247.887836
2997	5247.482939
2998	5246.971796
2999	5246.954897
3000	5246.516169
3001	5245.222359
3002	5244.727267
3003	5244.238535
3004	5244.189228
3005	5244.106565
3006	5243.402233
3007	5242.595791
3008	5242.118068
3009	5241.958863
3010	5240.622696
3011	5239.631675
3012	5239.560921
3013	5239.11403
3014	5238.79223
3015	5237.560604
3016	5237.114495
3017	5236.554346
3018	5236.537731
3019	5236.102167
3020	5235.802159
3021	5234.586044
3022	5234.369862
3023	5233.917973
3024	5233.499851
3025	5233.330344
3026	5233.017779
3027	5232.47254
3028	5231.795739
3029	5231.450617
3030	5230.9332
3031	5230.695549
3032	5229.794705
3033	5229.385715
3034	5228.829097
3035	5228.039285
3036	5227.887828
3037	5227.41678
3038	5226.965712
3039	5225.855626
3040	5225.501905
3041	5225.355227
3042	5225.269718
3043	5224.33206
3044	5223.625453
3045	5223.101123
3046	5222.265189
3047	5221.59039
3048	5221.075639
3049	5220.435676
3050	5219.710268
3051	5219.311796
3052	5218.527834
3053	5217.915783
3054	5217.124831
3055	5216.750124
3056	5216.49799
3057	5216.168749
3058	5216.107946
3059	5215.972983
3060	5215.254105
3061	5214.480999
3062	5214.375065
3063	5213.948645
3064	5213.723104
3065	5213.093362
3066	5213.006236
3067	5212.224264
3068	5211.601834
3069	5211.076599
3070	5210.05945
3071	5208.656071
3072	5207.857036
3073	5207.754681
3074	5207.198286
3075	5206.06553
3076	5205.856094
3077	5205.532393
3078	5205.141228
3079	5203.900024
3080	5203.36774
3081	5202.612234
3082	5202.406167
3083	5201.398992
3084	5200.631641
3085	5200.170501
3086	5200.062328
3087	5199.46226
3088	5198.933926
3089	5198.65127
3090	5198.471238
3091	5197.983483
3092	5197.753445
3093	5196.239854
3094	5195.733347
3095	5195.706457
3096	5195.440769
3097	5194.823873
3098	5194.455939
3099	5194.295442
3100	5194.263674
3101	5194.094219
3102	5194.020954
3103	5193.110982
3104	5192.882178
3105	5192.517259
3106	5192.234552
3107	5191.504253
3108	5190.741237
3109	5190.159436
3110	5189.525463
3111	5189.041358
3112	5188.570824
3113	5188.356719
3114	5187.663526
3115	5187.452556
3116	5187.353549
3117	5186.438287
3118	5186.265516
3119	5185.865889
3120	5185.026443
3121	5184.553474
3122	5184.195624
3123	5183.90486
3124	5183.15635
3125	5183.054061
3126	5182.799277
3127	5182.634793
3128	5181.499936
3129	5180.787634
3130	5180.283319
3131	5179.343295
3132	5178.447555
3133	5177.389435
3134	5176.705838
3135	5175.888054
3136	5175.085801
3137	5174.874281
3138	5174.435985
3139	5173.582661
3140	5173.279286
3141	5172.952372
3142	5172.143688
3143	5171.849007
3144	5170.499965
3145	5170.052751
3146	5169.384718
3147	5168.878481
3148	5168.551554
3149	5167.884902
3150	5167.271617
3151	5166.857505
3152	5166.62421
3153	5165.306243
3154	5164.785412
3155	5164.323981
3156	5163.725079
3157	5163.670911
3158	5163.581958
3159	5162.902181
3160	5162.158284
3161	5161.826722
3162	5160.916977
3163	5160.727186
3164	5159.837439
3165	5159.288939
3166	5157.938579
3167	5157.621796
3168	5157.331838
3169	5156.827888
3170	5156.026674
3171	5155.58028
3172	5154.422913
3173	5154.268096
3174	5153.229284
3175	5152.131558
3176	5151.934884
3177	5151.328987
3178	5150.987051
3179	5150.632772
3180	5150.541352
3181	5150.31648
3182	5149.724196
3183	5149.503782
3184	5149.288962
3185	5149.099746
3186	5148.804455
3187	5148.333725
3188	5147.293217
3189	5147.086626
3190	5146.31
3191	5146.041392
3192	5144.829944
3193	5144.544486
3194	5144.285739
3195	5144.037157
3196	5143.946967
3197	5143.745628
3198	5142.678601
3199	5142.313508
3200	5142.130655
3201	5141.863637
3202	5140.503752
3203	5140.270431
3204	5139.874926
3205	5139.412443
3206	5139.138017
3207	5139.115844
3208	5138.371033
3209	5138.139305
3210	5137.446613
3211	5137.007786
3212	5136.926802
3213	5136.154719
3214	5135.814646
3215	5135.224939
3216	5134.847382
3217	5134.788956
3218	5133.884293
3219	5132.926112
