iter	RMSE
461	7699.438931
462	7695.866073
463	7692.8128
464	7691.597189
465	7688.508883
466	7686.612174
467	7683.509019
468	7682.501966
469	7681.865715
470	7677.904532
471	7675.564903
472	7669.89368
473	7667.851995
474	7665.34222
475	7663.157457
476	7661.323805
477	7658.727187
478	7652.325579
479	7650.615925
480	7647.677832
481	7646.330511
482	7644.485679
483	7641.071678
484	7637.516086
485	7632.67407
486	7631.315048
487	7628.125361
488	7626.644204
489	7623.978432
490	7622.405382
491	7621.493725
492	7619.760728
493	7617.606738
494	7615.690364
495	7613.434234
496	7611.535948
497	7608.784327
498	7605.866178
499	7601.248884
500	7597.675063
501	7594.841826
502	7591.804677
503	7590.135944
504	7586.175904
505	7584.572413
506	7581.896483
507	7579.189654
508	7576.693411
509	7574.316496
510	7570.803417
511	7568.575165
512	7566.264909
513	7563.199368
514	7559.300771
515	7558.626521
516	7555.113529
517	7550.295537
518	7547.721466
519	7546.34203
520	7544.515178
521	7543.374831
522	7540.187441
523	7539.152379
524	7537.576365
525	7536.751907
526	7536.079737
527	7533.861914
528	7531.746592
529	7531.490654
530	7529.328987
531	7525.711013
532	7522.177952
533	7519.155958
534	7516.680933
535	7516.014669
536	7513.406647
537	7512.049209
538	7508.988507
539	7505.709994
540	7504.08501
541	7502.285155
542	7500.231988
543	7499.261966
544	7497.706316
545	7496.822718
546	7494.809537
547	7492.461967
548	7490.282825
549	7487.231936
550	7485.033456
551	7483.442895
552	7481.285396
553	7478.73383
554	7477.385883
555	7474.180799
556	7469.598649
557	7468.023851
558	7464.558161
559	7462.68831
560	7460.614645
561	7458.816376
562	7458.024935
563	7457.142476
564	7452.606911
565	7450.964936
566	7449.616051
567	7445.582885
568	7445.12879
569	7443.954244
570	7440.860276
571	7438.289291
572	7435.329136
573	7433.358366
574	7430.576534
575	7429.722145
576	7428.023067
577	7425.87023
578	7423.776967
579	7421.441718
580	7419.476655
581	7417.49871
582	7414.394266
583	7411.200836
584	7408.59746
585	7406.035083
586	7405.014214
587	7403.363706
588	7401.72005
589	7400.57694
590	7398.281522
591	7394.031542
592	7392.547704
593	7388.918144
594	7388.436865
595	7386.46321
596	7385.831485
597	7384.503803
598	7382.684521
599	7380.118878
600	7378.178163
601	7375.959619
602	7374.837528
603	7372.491011
604	7369.002194
605	7366.274193
606	7365.146617
607	7364.368168
608	7363.373783
609	7361.904584
610	7360.950338
611	7359.902109
612	7357.488712
613	7353.863529
614	7351.602556
615	7349.81099
616	7346.186099
617	7344.809591
618	7343.256317
619	7342.22153
620	7340.948503
621	7336.124097
622	7333.303314
623	7331.188975
624	7329.753413
625	7328.798744
626	7325.996867
627	7323.570954
628	7320.738699
629	7319.067815
630	7316.176755
631	7315.358415
632	7313.664138
633	7309.7326
634	7308.075517
635	7307.489116
636	7306.326932
637	7304.626827
638	7301.591663
639	7299.648144
640	7298.31619
641	7297.473549
642	7295.510868
643	7295.36233
644	7293.968908
645	7291.991255
646	7289.997242
647	7287.090485
648	7286.515592
649	7286.112729
650	7283.817204
651	7281.155895
652	7279.796398
653	7278.836742
654	7277.580567
655	7274.710788
656	7272.241192
657	7270.393241
658	7269.255223
659	7267.064517
660	7261.95076
661	7260.904811
662	7258.035683
663	7257.079808
664	7255.31037
665	7253.095619
666	7251.41301
667	7248.089648
668	7246.191147
669	7243.694084
670	7241.837356
671	7238.92349
672	7235.822729
673	7233.820153
674	7231.576178
675	7230.743626
676	7229.432453
677	7228.3233
678	7226.313765
679	7223.67959
680	7219.584777
681	7217.016848
682	7215.183388
683	7213.463911
684	7212.871034
685	7211.860058
686	7210.147911
687	7209.094929
688	7207.169875
689	7205.337407
690	7201.602499
691	7200.940126
692	7200.014333
693	7198.613356
694	7198.138587
695	7196.754651
696	7194.33129
697	7192.869575
698	7190.435409
699	7189.732165
700	7188.484585
701	7186.014907
702	7182.925895
703	7182.088216
704	7179.086031
705	7177.977179
706	7175.971368
707	7173.663674
708	7171.420176
709	7170.82248
710	7167.633804
711	7164.862353
712	7163.46453
713	7161.383202
714	7159.724877
715	7159.036369
716	7157.712857
717	7156.799525
718	7155.106656
719	7153.780132
720	7152.299524
721	7150.601258
722	7146.911852
723	7145.19473
724	7142.626926
725	7140.761319
726	7138.217681
727	7135.917724
728	7135.046626
729	7133.560094
730	7132.33032
731	7130.554152
732	7128.069635
733	7126.34256
734	7125.79157
735	7123.937025
736	7120.326959
737	7117.705053
738	7115.883964
739	7114.852825
740	7113.436482
741	7109.96
742	7109.333769
743	7108.654354
744	7106.459754
745	7105.427065
746	7103.356959
747	7102.855628
748	7100.416515
749	7098.257094
750	7096.439592
751	7092.416177
752	7090.561778
753	7088.917668
754	7087.336069
755	7085.492123
756	7083.718855
757	7081.478842
758	7079.27251
759	7077.713522
760	7075.607568
761	7072.940401
762	7071.501747
763	7069.556573
764	7068.176154
765	7066.26404
766	7064.783085
767	7063.283089
768	7061.970842
769	7060.36657
770	7058.479088
771	7056.558354
772	7054.8131
773	7052.776418
774	7051.624601
775	7049.048648
776	7046.813804
777	7045.022448
778	7042.623784
779	7041.908466
780	7040.018925
781	7037.36075
782	7036.36842
783	7034.76408
784	7033.82538
785	7033.441915
786	7031.135419
787	7030.401395
788	7028.446886
789	7026.35303
790	7023.699292
791	7021.909122
792	7020.11963
793	7018.298842
794	7016.325826
795	7014.422315
796	7012.386516
797	7011.119584
798	7010.198223
799	7008.361015
800	7005.588957
801	7003.536507
802	7002.624836
803	6998.979814
804	6998.104485
805	6996.263352
806	6995.133711
807	6994.145014
808	6993.260456
809	6992.164735
810	6991.024291
811	6989.998887
812	6988.53491
813	6985.091193
814	6984.746728
815	6983.786864
816	6981.856929
817	6979.347654
818	6977.879508
819	6975.858213
820	6975.340109
821	6972.545411
822	6971.987415
823	6970.370726
824	6968.181781
825	6965.694092
826	6963.724049
827	6961.55256
828	6960.619923
829	6958.414776
830	6957.999201
831	6955.760454
832	6954.341375
833	6952.822474
834	6950.990012
835	6948.004374
836	6946.3018
837	6944.614661
838	6944.401963
839	6942.869118
840	6941.741442
841	6939.973704
842	6938.114172
843	6936.706868
844	6936.542993
845	6933.896094
846	6932.523064
847	6928.587762
848	6928.344789
849	6928.045748
850	6927.393614
851	6926.802733
852	6926.697077
853	6924.826056
854	6924.0545
855	6920.999119
856	6918.621543
857	6917.081115
858	6915.524606
859	6915.091947
860	6913.196844
861	6912.33217
862	6910.889299
863	6909.731205
864	6907.681825
865	6906.956185
866	6905.328994
867	6903.898251
868	6902.986316
869	6901.322925
870	6900.189774
871	6899.034537
872	6897.682784
873	6897.251532
874	6895.911987
875	6893.498975
876	6892.169879
877	6888.976873
878	6888.019458
879	6885.719726
880	6885.33673
881	6882.319759
882	6880.065088
883	6879.198979
884	6876.743046
885	6874.896936
886	6872.766179
887	6871.957342
888	6869.83213
889	6867.827162
890	6865.907274
891	6864.23478
892	6862.549415
893	6862.097621
894	6860.962505
895	6860.678669
896	6858.45147
897	6857.877397
898	6855.573766
899	6855.163354
900	6854.108333
901	6852.078781
902	6851.732322
903	6850.565391
904	6849.278014
905	6848.294616
906	6847.670855
907	6846.444627
908	6844.279285
909	6843.852876
910	6842.051713
911	6840.177647
912	6838.546187
913	6837.082781
914	6835.979419
915	6835.044024
916	6834.827711
917	6833.159574
918	6831.184114
919	6830.112989
920	6829.830869
921	6829.318949
922	6828.121611
923	6826.089326
924	6824.700823
925	6822.950693
926	6820.888136
927	6819.293636
928	6818.298175
929	6817.562377
930	6815.993593
931	6815.149498
932	6814.324357
933	6813.790396
934	6812.540865
935	6811.309129
936	6809.801082
937	6808.981172
938	6808.576978
939	6807.581521
940	6805.669094
941	6804.45349
942	6802.601737
943	6800.637312
944	6800.212804
945	6796.316458
946	6794.615394
947	6793.109484
948	6791.984013
949	6790.357464
950	6788.286593
951	6786.669751
952	6786.176098
953	6785.399442
954	6785.210133
955	6782.751953
956	6779.460762
957	6778.87887
958	6777.896489
959	6775.634803
960	6774.471164
961	6773.185186
962	6770.899338
963	6770.046247
964	6768.225796
965	6767.003533
966	6766.170088
967	6764.48924
968	6761.587108
969	6759.661848
970	6758.121463
971	6756.176571
972	6755.351367
973	6754.855968
974	6753.806431
975	6751.662483
976	6750.893814
977	6749.759028
978	6747.860832
979	6747.024939
980	6744.764582
981	6744.087894
982	6742.389968
983	6741.381601
984	6740.41714
985	6739.751543
986	6739.261284
987	6737.757391
988	6737.254154
989	6736.454918
990	6735.504374
991	6733.656659
992	6732.701718
993	6731.115633
994	6730.549554
995	6728.890319
996	6727.921606
997	6727.306024
998	6725.846321
999	6724.10598
1000	6722.621824
1001	6722.220222
1002	6721.835494
1003	6721.393005
1004	6718.385258
1005	6715.101526
1006	6713.159737
1007	6712.967162
1008	6712.005921
1009	6711.644545
1010	6709.469443
1011	6708.827888
1012	6707.124513
1013	6706.762642
1014	6704.267029
1015	6704.058951
1016	6702.649423
1017	6701.528982
1018	6699.530471
1019	6697.558018
1020	6695.226061
1021	6694.291278
1022	6691.776871
1023	6691.121349
1024	6688.73297
1025	6688.032909
1026	6684.95477
1027	6683.577384
1028	6681.438758
1029	6680.956009
1030	6679.277564
1031	6677.962799
1032	6677.061151
1033	6675.363854
1034	6673.868912
1035	6673.648354
1036	6673.110218
1037	6672.245157
1038	6670.130743
1039	6668.205924
1040	6667.092176
1041	6666.960868
1042	6666.04101
1043	6665.151626
1044	6664.671639
1045	6663.851259
1046	6663.733268
1047	6662.809577
1048	6661.553625
1049	6659.624273
1050	6658.576284
1051	6656.38852
1052	6655.013923
1053	6654.704172
1054	6653.909702
1055	6652.723265
1056	6650.838566
1057	6649.066284
1058	6648.818357
1059	6647.420486
1060	6646.177475
1061	6645.920154
1062	6645.851459
1063	6644.432258
1064	6643.268968
1065	6641.94339
1066	6641.728446
1067	6641.678268
1068	6640.045641
1069	6639.278813
1070	6638.165926
1071	6637.900977
1072	6636.115526
1073	6634.778645
1074	6633.048237
1075	6632.143603
1076	6630.911183
1077	6629.56976
1078	6627.562796
1079	6624.659269
1080	6624.338077
1081	6623.511377
1082	6622.527886
1083	6621.129247
1084	6619.543297
1085	6617.284914
1086	6615.764067
1087	6615.308418
1088	6614.216133
1089	6612.24087
1090	6611.301283
1091	6611.095344
1092	6609.46205
1093	6607.851944
1094	6606.334556
1095	6604.6534
1096	6603.945641
1097	6602.655009
1098	6601.759054
1099	6600.938742
1100	6600.245282
1101	6599.230577
1102	6598.216725
1103	6596.455487
1104	6595.19826
1105	6594.363346
1106	6593.759875
1107	6591.456062
1108	6591.296091
1109	6589.996125
1110	6589.855722
1111	6588.547397
1112	6587.368576
1113	6587.137503
1114	6586.761567
1115	6584.76845
1116	6583.351682
1117	6582.843773
1118	6582.048816
1119	6581.253234
1120	6581.114081
1121	6579.823245
1122	6579.625748
1123	6579.310289
1124	6578.719846
1125	6577.645288
1126	6576.424586
1127	6574.780342
1128	6572.138564
1129	6571.502823
1130	6570.616715
1131	6568.514636
1132	6567.890676
1133	6567.709084
1134	6567.60634
1135	6566.621104
1136	6565.102478
1137	6563.554638
1138	6561.633727
1139	6561.444939
1140	6559.09807
1141	6556.918757
1142	6554.388389
1143	6552.91867
1144	6552.659725
1145	6551.183925
1146	6550.86048
1147	6549.142906
1148	6548.015089
1149	6546.884876
1150	6545.872862
1151	6545.450878
1152	6545.140491
1153	6544.82084
1154	6543.034916
1155	6540.850405
1156	6538.499207
1157	6536.608924
1158	6535.110007
1159	6533.900059
1160	6533.223065
1161	6531.646184
1162	6530.647545
1163	6528.586558
1164	6526.291519
1165	6525.545917
1166	6524.758057
1167	6524.164485
1168	6523.233491
1169	6522.955238
1170	6522.536068
1171	6522.430978
1172	6520.980261
1173	6520.654499
1174	6520.608405
1175	6520.331124
1176	6519.923229
1177	6518.726689
1178	6516.985448
1179	6516.811069
1180	6516.011956
1181	6514.916594
1182	6514.258539
1183	6512.327363
1184	6511.929695
1185	6509.547056
1186	6508.596148
1187	6507.975784
1188	6506.695605
1189	6505.728831
1190	6504.014543
1191	6503.368062
1192	6502.778329
1193	6501.789162
1194	6500.535751
1195	6499.294648
1196	6497.810229
1197	6495.801019
1198	6495.115418
1199	6494.734783
1200	6494.21937
1201	6493.272897
1202	6492.543885
1203	6491.801659
1204	6489.680147
1205	6487.727871
1206	6486.990705
1207	6486.029746
1208	6485.3857
1209	6485.172471
1210	6483.568233
1211	6481.634638
1212	6479.15482
1213	6478.181209
1214	6477.425027
1215	6476.22937
1216	6475.638413
1217	6474.873012
1218	6473.844071
1219	6472.149309
1220	6471.80381
1221	6470.732173
1222	6470.129706
1223	6469.295486
1224	6469.035614
1225	6467.095336
1226	6465.62434
1227	6464.246757
1228	6462.699901
1229	6462.305625
1230	6461.990542
1231	6461.170513
1232	6459.140625
1233	6456.592326
1234	6455.341295
1235	6454.343388
1236	6454.177581
1237	6452.671524
1238	6452.080682
1239	6451.725948
1240	6450.831347
1241	6449.658213
1242	6447.40133
1243	6445.286935
1244	6443.956731
1245	6442.88015
1246	6442.577467
1247	6441.379103
1248	6440.321545
1249	6439.616621
1250	6436.984422
1251	6435.363702
1252	6435.114099
1253	6434.752371
1254	6434.396415
1255	6433.216566
1256	6432.635148
1257	6431.866171
1258	6430.628464
1259	6428.578614
1260	6427.603387
1261	6427.356062
1262	6425.323783
1263	6424.690185
1264	6423.775127
1265	6423.058019
1266	6420.589587
1267	6420.535085
1268	6418.457327
1269	6417.806215
1270	6416.896844
1271	6416.374756
1272	6415.932404
1273	6414.325354
1274	6413.711285
1275	6412.97641
1276	6412.148392
1277	6411.641389
1278	6410.110477
1279	6410.052379
1280	6407.996463
1281	6406.817731
1282	6405.923814
1283	6405.579009
1284	6404.982691
1285	6403.681289
1286	6402.505618
1287	6402.103373
1288	6401.127803
1289	6400.314393
1290	6400.188905
1291	6399.887848
1292	6398.532968
1293	6397.752088
1294	6397.335845
1295	6397.292558
1296	6396.092148
1297	6394.419602
1298	6392.701895
1299	6392.574573
1300	6392.402469
1301	6392.303825
1302	6391.596952
1303	6389.924503
1304	6388.957445
1305	6388.750971
1306	6387.980916
1307	6386.988786
1308	6386.175672
1309	6385.223065
1310	6384.846801
1311	6383.912351
1312	6383.328372
1313	6382.484466
1314	6381.701863
1315	6381.372665
1316	6379.989662
1317	6379.752582
1318	6378.96749
1319	6378.515439
1320	6377.945111
1321	6377.076084
1322	6375.230881
1323	6373.638572
1324	6372.184275
1325	6371.32301
1326	6371.160406
1327	6369.704477
1328	6368.92596
1329	6367.40787
1330	6367.13114
1331	6367.038503
1332	6366.057233
1333	6363.954075
1334	6363.440776
1335	6362.94445
1336	6362.253582
1337	6361.171827
1338	6359.068122
1339	6357.334511
1340	6355.413404
1341	6355.368187
1342	6354.233383
1343	6353.780756
1344	6353.207713
1345	6352.468952
1346	6350.232315
1347	6349.961882
1348	6347.834841
1349	6347.596521
1350	6347.446179
1351	6345.370203
1352	6344.4944
1353	6342.277931
1354	6341.763789
1355	6341.649477
1356	6340.455984
1357	6338.88287
1358	6337.595395
1359	6336.171473
1360	6334.91762
1361	6334.712664
1362	6333.631903
1363	6332.861289
1364	6332.728931
1365	6331.766444
1366	6330.648698
1367	6330.038002
1368	6329.312886
1369	6327.300807
1370	6326.121158
1371	6325.485009
1372	6324.15559
1373	6322.52278
1374	6320.717429
1375	6320.637279
1376	6318.905122
1377	6318.624135
1378	6317.88099
1379	6316.350416
1380	6315.31014
1381	6313.738879
1382	6311.857422
1383	6310.975192
1384	6310.548772
1385	6309.481473
1386	6308.503607
1387	6307.861893
1388	6306.742832
1389	6306.642568
1390	6304.762564
1391	6304.12634
1392	6303.364885
1393	6301.181307
1394	6300.867856
1395	6299.493408
1396	6298.824562
1397	6297.555661
1398	6297.163962
1399	6296.626579
1400	6294.77644
1401	6293.282317
1402	6292.063164
1403	6291.559756
1404	6289.88272
1405	6289.646171
1406	6288.356076
1407	6287.5673
1408	6287.099085
1409	6286.812698
1410	6286.17827
1411	6284.402811
1412	6283.760433
1413	6282.371585
1414	6281.081262
1415	6280.671109
1416	6279.246405
1417	6278.838929
1418	6277.51548
1419	6276.514633
1420	6275.991715
1421	6275.446276
1422	6275.180721
1423	6274.938888
1424	6274.147969
1425	6273.368568
1426	6272.24649
1427	6271.962361
1428	6271.504863
1429	6271.375035
1430	6271.340129
1431	6271.199812
1432	6269.798202
1433	6269.339641
1434	6268.272693
1435	6267.72842
1436	6266.932101
1437	6265.929928
1438	6264.923314
1439	6264.460112
1440	6263.735656
1441	6263.125945
1442	6262.899635
1443	6260.627474
1444	6259.431958
1445	6258.607081
1446	6258.224776
1447	6256.382959
1448	6255.613481
1449	6255.356842
1450	6254.925156
1451	6254.044106
1452	6253.773682
1453	6253.740604
1454	6252.63382
1455	6251.608136
1456	6249.80618
1457	6249.143269
1458	6248.603098
1459	6247.12674
1460	6246.862071
1461	6244.393947
1462	6244.124982
1463	6242.51437
1464	6241.956592
1465	6241.452896
1466	6240.838236
1467	6240.280693
1468	6239.49579
1469	6238.821461
1470	6238.638964
1471	6237.445231
1472	6235.729182
1473	6234.481495
1474	6233.366672
1475	6232.106828
1476	6231.809758
1477	6229.926511
1478	6228.841961
1479	6228.389045
1480	6228.074523
1481	6227.597026
1482	6227.047222
1483	6225.364918
1484	6224.196606
1485	6223.379758
1486	6221.967069
1487	6220.228381
1488	6219.748838
1489	6218.680372
1490	6218.399977
1491	6218.087783
1492	6217.343201
1493	6216.894193
1494	6216.767589
1495	6216.642031
1496	6216.317688
1497	6215.968927
1498	6215.662554
1499	6213.964232
1500	6213.475459
1501	6210.224367
1502	6209.681259
1503	6209.162791
1504	6208.557161
1505	6207.010244
1506	6206.793742
1507	6205.006583
1508	6204.837666
1509	6204.802158
1510	6204.072545
1511	6204.037829
1512	6203.782715
1513	6203.584276
1514	6203.077827
1515	6202.836336
1516	6202.400717
1517	6202.000151
1518	6200.389011
1519	6199.414415
1520	6198.651818
1521	6196.71222
1522	6195.049067
1523	6194.038988
1524	6192.385261
1525	6191.284211
1526	6191.044726
1527	6190.466072
1528	6189.447522
1529	6188.624224
1530	6188.48728
1531	6187.124644
1532	6185.160361
1533	6183.958806
1534	6183.639861
1535	6182.392677
1536	6181.206205
1537	6181.044607
1538	6180.235889
1539	6179.790967
1540	6178.217298
1541	6177.999976
1542	6177.330196
1543	6176.456058
1544	6175.826138
1545	6174.312136
1546	6173.615754
1547	6172.384055
1548	6172.070371
1549	6171.360364
1550	6171.036723
1551	6170.347617
1552	6169.913808
1553	6169.505099
1554	6169.36452
1555	6169.017974
1556	6168.841247
1557	6168.218312
1558	6167.75676
1559	6166.631796
1560	6165.722072
1561	6165.073235
1562	6164.093806
1563	6163.230076
1564	6161.935652
1565	6160.253902
1566	6160.099435
1567	6159.754173
1568	6158.716971
1569	6157.537517
1570	6156.963241
1571	6155.893868
1572	6155.342858
1573	6154.63141
1574	6153.391482
1575	6151.776459
1576	6151.398621
1577	6150.508585
1578	6149.911259
1579	6149.624114
1580	6148.235666
1581	6147.782452
1582	6147.258594
1583	6146.861144
1584	6146.59833
1585	6146.083864
1586	6144.837799
1587	6144.306615
1588	6143.649984
1589	6142.597668
1590	6142.122853
1591	6141.816896
1592	6140.888322
1593	6140.647919
1594	6140.284714
1595	6140.190144
1596	6138.431521
1597	6137.816796
1598	6136.549328
1599	6135.829173
1600	6134.93717
1601	6133.430628
1602	6133.104228
1603	6132.815809
1604	6132.506265
1605	6131.87153
1606	6131.410777
1607	6130.582623
1608	6129.931542
1609	6129.117737
1610	6128.12636
1611	6127.327243
1612	6126.668526
1613	6126.358618
1614	6126.08139
1615	6125.317474
1616	6124.217166
1617	6123.202341
1618	6123.055744
1619	6122.151916
1620	6121.476543
1621	6121.212141
1622	6120.94568
1623	6119.710368
1624	6119.491718
1625	6119.393728
1626	6118.598399
1627	6118.043024
1628	6117.4869
1629	6117.286769
1630	6116.280005
1631	6115.557748
1632	6114.86932
1633	6113.893962
1634	6113.640709
1635	6113.054781
1636	6112.471141
1637	6110.531739
1638	6110.063842
1639	6108.967686
1640	6108.05204
1641	6107.041594
1642	6105.217783
1643	6104.270347
1644	6104.141543
1645	6102.743194
1646	6102.567658
1647	6101.913012
1648	6098.839202
1649	6098.079639
1650	6097.690334
1651	6097.580478
1652	6097.201654
1653	6096.153474
1654	6094.912886
1655	6093.708421
1656	6092.355478
1657	6091.904951
1658	6091.2473
1659	6090.684179
1660	6089.445096
1661	6089.206689
1662	6088.147948
1663	6087.723766
1664	6087.251089
